INSTITUTION	STATE	COUNTRY	FY	TOTAL_FUNDING
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2012	302000
UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN	IL	UNITED STATES	2012	554231
UNIVERSITY OF COLORADO DENVER	CO	UNITED STATES	2012	328781
YALE UNIVERSITY	CT	UNITED STATES	2012	385406
MEDICAL COLLEGE OF WISCONSIN	WI	UNITED STATES	2012	314363
UNIVERSITY OF CALIFORNIA IRVINE	CA	UNITED STATES	2012	310248
MASSACHUSETTS GENERAL HOSPITAL	MA	UNITED STATES	2012	465382
THOMAS JEFFERSON UNIVERSITY	PA	UNITED STATES	2012	329025
CEDARS-SINAI MEDICAL CENTER	CA	UNITED STATES	2012	294366
HARVARD UNIVERSITY SCHOOL OF PUBLIC HEALTH	MA	UNITED STATES	2012	258308
VANDERBILT UNIVERSITY	TN	UNITED STATES	2012	313989
UNIVERSITY OF ROCHESTER	NY	UNITED STATES	2012	308376
DUKE UNIVERSITY	NC	UNITED STATES	2012	282590
BOSTON UNIVERSITY MEDICAL CAMPUS	MA	UNITED STATES	2012	326469
SANFORD-BURNHAM MEDICAL RESEARCH INSTITUTE	CA	UNITED STATES	2012	382207
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2012	295461
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2012	282228
UNIVERSITY OF ALABAMA AT BIRMINGHAM	AL	UNITED STATES	2012	291849
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2012	330091
UNIVERSITY OF CHICAGO	IL	UNITED STATES	2012	302688
OREGON STATE UNIVERSITY	OR	UNITED STATES	2012	294264
CITY OF HOPE/BECKMAN RESEARCH INSTITUTE	CA	UNITED STATES	2012	289553
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2012	304521
TEMPLE UNIVERSITY	PA	UNITED STATES	2012	400685
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2012	306945
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2012	307535
GEORGETOWN UNIVERSITY	DC	UNITED STATES	2012	312409
UNIVERSITY OF CALIFORNIA DAVIS	CA	UNITED STATES	2012	278590
UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR	OK	UNITED STATES	2012	241288
UNIVERSITY OF SOUTHERN CALIFORNIA	CA	UNITED STATES	2012	573770
MAYO CLINIC	MN	UNITED STATES	2012	304127
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2012	252379
WEST VIRGINIA UNIVERSITY	WV	UNITED STATES	2012	268632
WAYNE STATE UNIVERSITY	MI	UNITED STATES	2012	305938
EMORY UNIVERSITY	GA	UNITED STATES	2012	220128
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE	FL	UNITED STATES	2012	302766
UNIVERSITY OF WISCONSIN MADISON	WI	UNITED STATES	2012	298894
WAYNE STATE UNIVERSITY	MI	UNITED STATES	2012	291850
EMORY UNIVERSITY	GA	UNITED STATES	2012	249581
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2012	252084
WISTAR INSTITUTE	PA	UNITED STATES	2012	211258
UNIVERSITY OF SOUTHERN CALIFORNIA	CA	UNITED STATES	2012	260852
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2012	151437
OHIO STATE UNIVERSITY	OH	UNITED STATES	2012	301148
VANDERBILT UNIVERSITY	TN	UNITED STATES	2012	582443
PURDUE UNIVERSITY WEST LAFAYETTE	IN	UNITED STATES	2012	300006
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2012	324400
VIRGINIA COMMONWEALTH UNIVERSITY	VA	UNITED STATES	2012	611611
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2012	309964
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2012	324053
UNIVERSITY OF HAWAII AT MANOA	HI	UNITED STATES	2012	301913
FOX CHASE CANCER CENTER	PA	UNITED STATES	2012	359108
UNIVERSITY OF VIRGINIA CHARLOTTESVILLE	VA	UNITED STATES	2012	304080
CHILDRENS HOSPITAL OF PHILADELPHIA	PA	UNITED STATES	2012	602864
UNIVERSITY OF MARYLAND BALTIMORE	MD	UNITED STATES	2012	275130
BAYLOR COLLEGE OF MEDICINE	TX	UNITED STATES	2012	308957
TUFTS MEDICAL CENTER	MA	UNITED STATES	2012	320027
UNIVERSITY OF CALIF-LAWRENC BERKELEY LAB	CA	UNITED STATES	2012	380001
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2012	736883
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2012	344180
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2012	309964
SOUTHERN RESEARCH INSTITUTE	AL	UNITED STATES	2012	441240
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE	FL	UNITED STATES	2012	307951
FOX CHASE CANCER CENTER	PA	UNITED STATES	2012	423089
THOMAS JEFFERSON UNIVERSITY	PA	UNITED STATES	2012	248776
MEDICAL COLLEGE OF WISCONSIN	WI	UNITED STATES	2012	304932
UNIVERSITY OF UTAH	UT	UNITED STATES	2012	464057
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2012	374097
UNIVERSITY OF CALIFORNIA LOS ANGELES	CA	UNITED STATES	2012	685920
SANFORD-BURNHAM MEDICAL RESEARCH INSTITUTE	CA	UNITED STATES	2012	392486
UNIVERSITY OF KANSAS MEDICAL CENTER	KS	UNITED STATES	2012	280680
UNIVERSITY OF TEXAS SW MED CTR	TX	UNITED STATES	2012	319356
STANFORD UNIVERSITY	CA	UNITED STATES	2012	285520
UNIVERSITY OF CINCINNATI	OH	UNITED STATES	2012	313989
UNIVERSITY OF WISCONSIN MADISON	WI	UNITED STATES	2012	295769
UNIVERSITY OF COLORADO DENVER	CO	UNITED STATES	2012	277157
LOYOLA UNIVERSITY CHICAGO	IL	UNITED STATES	2012	431054
UNIVERSITY OF COLORADO DENVER	CO	UNITED STATES	2012	308034
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2012	293575
H LEE MOFFITT CANCER CTR & RES INST	FL	UNITED STATES	2012	324055
VANDERBILT UNIVERSITY	TN	UNITED STATES	2012	308958
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2012	311124
UNIVERSITY OF CONNECTICUT SCH OF MED/DNT	CT	UNITED STATES	2012	350125
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2012	352013
MOUNT SINAI SCHOOL OF MEDICINE	NY	UNITED STATES	2012	341162
MAYO CLINIC	MN	UNITED STATES	2012	346123
TULANE UNIVERSITY OF LOUISIANA	LA	UNITED STATES	2012	300953
WASHINGTON UNIVERSITY	MO	UNITED STATES	2012	264191
MASSACHUSETTS GENERAL HOSPITAL	MA	UNITED STATES	2012	1507967
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2012	274012
YALE UNIVERSITY	CT	UNITED STATES	2012	338783
SAINT LOUIS UNIVERSITY	MO	UNITED STATES	2012	266288
UNIVERSITY OF MARYLAND BALTIMORE	MD	UNITED STATES	2012	390636
UNIVERSITY OF CALIFORNIA SAN DIEGO	CA	UNITED STATES	2012	391453
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2012	292871
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2012	356879
UNIVERSITY OF CHICAGO	IL	UNITED STATES	2012	313989
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2012	587055
OHIO STATE UNIVERSITY	OH	UNITED STATES	2012	322603
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2012	273533
STANFORD UNIVERSITY	CA	UNITED STATES	2012	2512726
GEORGETOWN UNIVERSITY	DC	UNITED STATES	2012	1417547
METHODIST HOSPITAL RESEARCH INSTITUTE	TX	UNITED STATES	2012	2016673
STEWARD RESEARCH/SPECIALTY PROJECTS CORP	MA	UNITED STATES	2012	1442491
SAGE BIONETWORKS	WA	UNITED STATES	2012	2053438
STANFORD UNIVERSITY	CA	UNITED STATES	2012	2551052
PENNSYLVANIA STATE UNIV HERSHEY MED CTR	PA	UNITED STATES	2012	117208
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2012	2484269
DARTMOUTH COLLEGE	NH	UNITED STATES	2012	2353780
UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON	TX	UNITED STATES	2012	2538514
GEORGIA HEALTH SCIENCES UNIVERSITY	GA	UNITED STATES	2012	152380
FLORIDA INTERNATIONAL UNIVERSITY	FL	UNITED STATES	2012	160787
UNIVERSITY OF ARKANSAS AT FAYETTEVILLE	AR	UNITED STATES	2012	168846
UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON	TX	UNITED STATES	2012	174786
SAINT LOUIS UNIVERSITY	MO	UNITED STATES	2012	172799
UNIV OF MED/DENT NJ-R W JOHNSON MED SCH	NJ	UNITED STATES	2012	96721
BETH ISRAEL DEACONESS MEDICAL CENTER	MA	UNITED STATES	2012	191160
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2012	186034
UNIV OF MED/DENT NJ-R W JOHNSON MED SCH	NJ	UNITED STATES	2012	179582
OHIO STATE UNIVERSITY	OH	UNITED STATES	2012	152980
UNIVERSITY OF CALIFORNIA LOS ANGELES	CA	UNITED STATES	2012	186840
UNIVERSITY OF GEORGIA	GA	UNITED STATES	2012	191160
UNIVERSITY OF TEXAS HLTH SCI CTR SAN ANT	TX	UNITED STATES	2012	191381
CALIFORNIA INSTITUTE OF TECHNOLOGY	CA	UNITED STATES	2012	2463138
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2012	2527954
FOX CHASE CANCER CENTER	PA	UNITED STATES	2012	197098
UNIV OF MED/DENT OF NJ-NJ MEDICAL SCHOOL	NJ	UNITED STATES	2012	149399
UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR	NM	UNITED STATES	2012	109252
CHILDREN'S HOSPITAL MEDICAL CENTER CINCI	OH	UNITED STATES	2012	192470
CHILDREN'S HOSPITAL & RES CTR AT OAKLAND	CA	UNITED STATES	2012	160856
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2012	2318024
NORTHEASTERN UNIVERSITY	MA	UNITED STATES	2012	2529540
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2012	2487565
MASSACHUSETTS INSTITUTE OF TECHNOLOGY	MA	UNITED STATES	2012	2824347
CORNELL UNIVERSITY ITHACA	NY	UNITED STATES	2012	2403199
SCRIPPS RESEARCH INSTITUTE	CA	UNITED STATES	2012	1944157
UNIVERSITY OF SOUTHERN CALIFORNIA	CA	UNITED STATES	2012	3049258
UNIVERSITY OF ARIZONA	AZ	UNITED STATES	2012	1280598
NORTHERN ARIZONA UNIVERSITY	AZ	UNITED STATES	2012	1641065
UNIVERSITY OF CALIFORNIA LOS ANGELES	CA	UNITED STATES	2012	485113
CHARLES R DREW UNIVERSITY OF MED AND SCI	CA	UNITED STATES	2012	1775812
H LEE MOFFITT CANCER CTR & RES INST	FL	UNITED STATES	2012	1876782
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2012	2729985
UNIVERSITY OF FLORIDA	FL	UNITED STATES	2012	271451
GEORGIA HEALTH SCIENCES UNIVERSITY	GA	UNITED STATES	2012	245126
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2012	195661
YALE UNIVERSITY	CT	UNITED STATES	2012	256489
MAYO CLINIC ARIZONA	AZ	UNITED STATES	2012	281101
CALIFORNIA PACIFIC MED CTR RES INSTITUTE	CA	UNITED STATES	2012	351145
YALE UNIVERSITY	CT	UNITED STATES	2012	498023
UNIVERSITY OF WISCONSIN MADISON	WI	UNITED STATES	2012	295769
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2012	442047
UNIVERSITY OF WASHINGTON	WA	UNITED STATES	2012	545950
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2012	272032
UNIVERSITY OF SOUTHERN CALIFORNIA	CA	UNITED STATES	2012	320049
BETH ISRAEL DEACONESS MEDICAL CENTER	MA	UNITED STATES	2012	1439566
UNIVERSITY OF NOTRE DAME	IN	UNITED STATES	2012	280125
UNIVERSITY OF CALIFORNIA DAVIS	CA	UNITED STATES	2012	310460
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2012	283708
SCRIPPS RESEARCH INSTITUTE	CA	UNITED STATES	2012	327298
UNIVERSITY OF TEXAS SW MED CTR	TX	UNITED STATES	2012	267556
UNIVERSITY OF CHICAGO	IL	UNITED STATES	2012	325375
UNIVERSITY OF VIRGINIA CHARLOTTESVILLE	VA	UNITED STATES	2012	214270
UNIVERSITY OF ARIZONA	AZ	UNITED STATES	2012	276708
UNIVERSITY OF CONNECTICUT SCH OF MED/DNT	CT	UNITED STATES	2012	238310
HARVARD UNIVERSITY SCHOOL OF PUBLIC HEALTH	MA	UNITED STATES	2012	498801
HENRY M JACKSON FDN FOR THE ADV MIL/MED	MD	UNITED STATES	2012	278242
VANDERBILT UNIVERSITY	TN	UNITED STATES	2012	328358
NEW YORK UNIVERSITY SCHOOL OF MEDICINE	NY	UNITED STATES	2012	315039
BAYLOR COLLEGE OF MEDICINE	TX	UNITED STATES	2012	269732
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2012	335525
UNIV OF MED/DENT NJ-R W JOHNSON MED SCH	NJ	UNITED STATES	2012	220467
UNIVERSITY OF UTAH	UT	UNITED STATES	2012	283209
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2012	371404
UNIVERSITY OF CALIF-LAWRENC BERKELEY LAB	CA	UNITED STATES	2012	345303
BAYLOR COLLEGE OF MEDICINE	TX	UNITED STATES	2012	234457
STANFORD UNIVERSITY	CA	UNITED STATES	2012	304513
UNIVERSITY OF ILLINOIS AT CHICAGO	IL	UNITED STATES	2012	330460
UNIVERSITY OF LOUISVILLE	KY	UNITED STATES	2012	299900
SCRIPPS RESEARCH INSTITUTE	CA	UNITED STATES	2012	355110
WISTAR INSTITUTE	PA	UNITED STATES	2012	291966
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2012	176920
OHIO STATE UNIVERSITY	OH	UNITED STATES	2012	301913
WISTAR INSTITUTE	PA	UNITED STATES	2012	350890
H LEE MOFFITT CANCER CTR & RES INST	FL	UNITED STATES	2012	291425
UNIVERSITY OF WASHINGTON	WA	UNITED STATES	2012	304178
WAKE FOREST UNIVERSITY HEALTH SCIENCES	NC	UNITED STATES	2012	372345
UNIV OF MED/DENT NJ-SCH OSTEOPATHIC MED	NJ	UNITED STATES	2012	251464
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2012	289837
EMORY UNIVERSITY	GA	UNITED STATES	2012	267147
CHILDREN'S HOSPITAL BOSTON	MA	UNITED STATES	2012	299894
UNIVERSITY OF ARIZONA	AZ	UNITED STATES	2012	385948
MASSACHUSETTS INSTITUTE OF TECHNOLOGY	MA	UNITED STATES	2012	321873
HENRY M JACKSON FDN FOR THE ADV MIL/MED	MD	UNITED STATES	2012	412776
THOMAS JEFFERSON UNIVERSITY	PA	UNITED STATES	2012	313385
UNIV OF MED/DENT NJ-R W JOHNSON MED SCH	NJ	UNITED STATES	2012	275459
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2012	268009
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2012	937367
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2012	307484
RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK	NJ	UNITED STATES	2012	179909
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2012	271531
UNIV OF MASSACHUSETTS MED SCH WORCESTER	MA	UNITED STATES	2012	212450
UNIVERSITY OF MINNESOTA TWIN CITIES	MN	UNITED STATES	2012	399378
UNIV OF MASSACHUSETTS MED SCH WORCESTER	MA	UNITED STATES	2012	297988
CHILDREN'S HOSPITAL MEDICAL CENTER CINCI	OH	UNITED STATES	2012	602850
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2012	347524
UNIVERSITY OF NEW MEXICO	NM	UNITED STATES	2012	290608
UNIVERSITY OF FLORIDA	FL	UNITED STATES	2012	286093
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2012	282705
UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN	IL	UNITED STATES	2012	472316
VIRGINIA COMMONWEALTH UNIVERSITY	VA	UNITED STATES	2012	539980
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2012	253934
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2012	239656
YALE UNIVERSITY	CT	UNITED STATES	2012	293295
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2012	296195
UNIVERSITY OF VIRGINIA CHARLOTTESVILLE	VA	UNITED STATES	2012	304932
WASHINGTON UNIVERSITY	MO	UNITED STATES	2012	305938
CHILDREN'S HOSPITAL LOS ANGELES	CA	UNITED STATES	2012	317009
OHIO STATE UNIVERSITY	OH	UNITED STATES	2012	159760
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2012	488576
BRIGHAM AND WOMEN'S HOSPITAL	MA	UNITED STATES	2012	344704
UNIVERSITY OF UTAH	UT	UNITED STATES	2012	582087
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2012	316775
UNIVERSITY OF ALABAMA AT BIRMINGHAM	AL	UNITED STATES	2012	389939
UNIVERSITY OF MASSACHUSETTS AMHERST	MA	UNITED STATES	2012	218062
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2012	354244
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2012	263103
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2012	264476
CLAREMONT GRADUATE UNIVERSITY	CA	UNITED STATES	2012	564756
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2012	531030
UNIVERSITY OF ILLINOIS AT CHICAGO	IL	UNITED STATES	2012	307734
UNIVERSITY OF CALIFORNIA LOS ANGELES	CA	UNITED STATES	2012	4575716
CANCER PREVENTION INSTIT OF CALIFORNIA	CA	UNITED STATES	2012	540344
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2012	304932
UNIVERSITY OF CALIFORNIA SANTA CRUZ	CA	UNITED STATES	2012	291951
MAYO CLINIC	MN	UNITED STATES	2012	425120
MAYO CLINIC	MN	UNITED STATES	2012	304127
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2012	434038
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2012	687395
DARTMOUTH COLLEGE	NH	UNITED STATES	2012	302514
UNIVERSITY OF CALIFORNIA SAN DIEGO	CA	UNITED STATES	2012	315546
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2012	305938
BRENTWOOD BIOMEDICAL RESEARCH INSTITUTE	CA	UNITED STATES	2012	264964
UNIVERSITY OF HOUSTON	TX	UNITED STATES	2012	301913
WAYNE STATE UNIVERSITY	MI	UNITED STATES	2012	305938
CLEVELAND CLINIC LERNER COL/MED-CWRU	OH	UNITED STATES	2012	316002
UNIVERSITY OF CALIFORNIA SAN DIEGO	CA	UNITED STATES	2012	310970
UNIVERSITY OF TEXAS AUSTIN	TX	UNITED STATES	2012	242941
UNIVERSITY OF MINNESOTA TWIN CITIES	MN	UNITED STATES	2012	313325
UNIVERSITY OF UTAH	UT	UNITED STATES	2012	302919
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2012	340730
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2012	309964
SANFORD-BURNHAM MEDICAL RESEARCH INSTITUTE	CA	UNITED STATES	2012	394064
UNIVERSITY OF ILLINOIS AT CHICAGO	IL	UNITED STATES	2012	252801
MIRIAM HOSPITAL	RI	UNITED STATES	2012	423014
OHIO STATE UNIVERSITY	OH	UNITED STATES	2012	259419
LOUISIANA STATE UNIV A & M COL BATON ROUGE	LA	UNITED STATES	2012	295874
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2012	3960459
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2012	451782
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2012	248776
UNIVERSITY OF NEW MEXICO	NM	UNITED STATES	2012	527638
MAYO CLINIC	MN	UNITED STATES	2012	304127
MAYO CLINIC	MN	UNITED STATES	2012	555452
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2012	551019
UNIVERSITY OF VIRGINIA CHARLOTTESVILLE	VA	UNITED STATES	2012	347470
BAYLOR COLLEGE OF MEDICINE	TX	UNITED STATES	2012	335446
HARVARD UNIVERSITY	MA	UNITED STATES	2012	362337
ST JUDE CHILDREN'S RESEARCH HOSPITAL	TN	UNITED STATES	2012	605322
YALE UNIVERSITY	CT	UNITED STATES	2012	497116
UNIV OF MASSACHUSETTS MED SCH WORCESTER	MA	UNITED STATES	2012	622786
UNIV OF MASSACHUSETTS MED SCH WORCESTER	MA	UNITED STATES	2012	610971
UNIVERSITY OF MINNESOTA TWIN CITIES	MN	UNITED STATES	2012	277663
UNIVERSITY OF ROCHESTER	NY	UNITED STATES	2012	510019
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2012	27943
UNIVERSITY OF MINNESOTA TWIN CITIES	MN	UNITED STATES	2012	302919
UNIVERSITY OF CALIFORNIA SAN DIEGO	CA	UNITED STATES	2012	296378
UNIVERSITY OF CENTRAL FLORIDA	FL	UNITED STATES	2012	104022
MAYO CLINIC	MN	UNITED STATES	2012	586633
GEORGETOWN UNIVERSITY	DC	UNITED STATES	2012	588865
UNIVERSITY OF CHICAGO	IL	UNITED STATES	2012	313989
FOX CHASE CANCER CENTER	PA	UNITED STATES	2012	358605
UNIVERSITY OF CALIFORNIA SAN DIEGO	CA	UNITED STATES	2012	261900
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2012	464663
WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	NY	UNITED STATES	2012	340155
OHIO STATE UNIVERSITY	OH	UNITED STATES	2012	4582303
ALBERT EINSTEIN COL OF MED YESHIVA UNIV	NY	UNITED STATES	2012	395050
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2012	291116
UNIVERSITY OF MARYLAND BALTIMORE	MD	UNITED STATES	2012	495517
RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK	NJ	UNITED STATES	2012	309873
UNIVERSITY OF WISCONSIN MADISON	WI	UNITED STATES	2012	291367
WASHINGTON UNIVERSITY	MO	UNITED STATES	2012	305938
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2012	275345
MAYO CLINIC	MN	UNITED STATES	2012	405232
NEW YORK STATE PSYCHIATRIC INSTITUTE	NY	UNITED STATES	2012	513530
UNIVERSITY OF ALABAMA AT BIRMINGHAM	AL	UNITED STATES	2012	233606
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2012	309964
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2012	273533
UNIVERSITY OF MISSOURI KANSAS CITY	MO	UNITED STATES	2012	212629
CEDARS-SINAI MEDICAL CENTER	CA	UNITED STATES	2012	343754
GEORGIA HEALTH SCIENCES UNIVERSITY	GA	UNITED STATES	2012	266288
UNIVERSITY OF FLORIDA	FL	UNITED STATES	2012	294868
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2012	310970
METHODIST HOSPITAL RESEARCH INSTITUTE	TX	UNITED STATES	2012	292997
UNIVERSITY OF IOWA	IA	UNITED STATES	2012	298327
MAYO CLINIC ARIZONA	AZ	UNITED STATES	2012	246800
UNIVERSITY OF SOUTHERN CALIFORNIA	CA	UNITED STATES	2012	326066
UNIVERSITY OF MARYLAND COLLEGE PK CAMPUS	MD	UNITED STATES	2012	623737
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2012	362296
WASHINGTON UNIVERSITY	MO	UNITED STATES	2012	200032
BRIGHAM AND WOMEN'S HOSPITAL	MA	UNITED STATES	2012	227371
UNIVERSITY OF IOWA	IA	UNITED STATES	2012	164213
UNIVERSITY OF CHICAGO	IL	UNITED STATES	2012	313989
TULANE UNIVERSITY OF LOUISIANA	LA	UNITED STATES	2012	299900
UNIVERSITY OF MARYLAND BALTIMORE	MD	UNITED STATES	2012	297329
UNIVERSITY OF ROCHESTER	NY	UNITED STATES	2012	164265
RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK	NJ	UNITED STATES	2012	280536
NORTHERN CALIFORNIA INSTITUTE RES & EDUC	CA	UNITED STATES	2012	601339
H LEE MOFFITT CANCER CTR & RES INST	FL	UNITED STATES	2012	302517
DANA-FARBER CANCER INSTITUTE	MA	UNITED STATES	2012	416473
MAYO CLINIC	MN	UNITED STATES	2012	273714
UNIVERSITY OF TENNESSEE KNOXVILLE	TN	UNITED STATES	2012	264476
RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK	NJ	UNITED STATES	2012	307784
BETH ISRAEL DEACONESS MEDICAL CENTER	MA	UNITED STATES	2012	347364
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2012	299095
MAYO CLINIC	MN	UNITED STATES	2012	319323
CITY OF HOPE/BECKMAN RESEARCH INSTITUTE	CA	UNITED STATES	2012	270514
DARTMOUTH COLLEGE	NH	UNITED STATES	2012	321839
UNIVERSITY OF IOWA	IA	UNITED STATES	2012	298905
WASHINGTON UNIVERSITY	MO	UNITED STATES	2012	244750
UNIVERSITY OF ILLINOIS AT CHICAGO	IL	UNITED STATES	2012	310947
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2012	292718
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2012	7071992
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2012	199013
UNIVERSITY OF CALIFORNIA BERKELEY	CA	UNITED STATES	2012	192646
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2012	165300
UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR	NM	UNITED STATES	2012	209149
UNIVERSITY OF TEXAS HLTH SCI CTR SAN ANT	TX	UNITED STATES	2012	195098
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2012	236480
HENRY FORD HEALTH SYSTEM	MI	UNITED STATES	2012	159319
BUCK INSTITUTE FOR RESEARCH ON AGING	CA	UNITED STATES	2012	210975
RICE UNIVERSITY	TX	UNITED STATES	2012	214591
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2012	229680
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2012	241720
UNIVERSITY OF CALIFORNIA LOS ANGELES	CA	UNITED STATES	2012	200970
UNIVERSITY OF SOUTHERN CALIFORNIA	CA	UNITED STATES	2012	223188
UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN	IL	UNITED STATES	2012	180120
