	YEAR	INSTITUTION	PATENTS_FILED_COUNT	PATENTS_GRANTED_COUNT	ONGOING_TRIALS_COUNT	STATE	TOTAL_FUNDING
15367	2013.0	UNIVERSITY OF CINCINNATI	0.0	0.0	4.0	OH	52190.0
15368	2013.0	UNIVERSITY OF CINCINNATI	0.0	0.0	4.0	OH	322001.0
15369	2013.0	UNIVERSITY OF CINCINNATI	0.0	0.0	4.0	OH	327677.0
15370	2013.0	UNIVERSITY OF CINCINNATI	0.0	0.0	4.0	OH	306229.0
15371	2013.0	UNIVERSITY OF CINCINNATI	0.0	0.0	4.0	OH	34741.0
15372	2013.0	UNIVERSITY OF CINCINNATI	0.0	0.0	4.0	OH	427706.0
15373	2013.0	UNIVERSITY OF CINCINNATI	0.0	0.0	4.0	OH	573098.0
15374	2013.0	UNIVERSITY OF CINCINNATI	0.0	0.0	4.0	OH	34525.0
15375	2013.0	UNIVERSITY OF CINCINNATI	0.0	0.0	4.0	OH	229283.0
15376	2013.0	UNIVERSITY OF CINCINNATI	0.0	0.0	4.0	OH	291425.0
15377	2013.0	UNIVERSITY OF CINCINNATI	0.0	0.0	4.0	OH	103107.0
15378	2013.0	UNIVERSITY OF CINCINNATI	0.0	0.0	4.0	OH	408341.0
15379	2013.0	UNIVERSITY OF CINCINNATI	0.0	0.0	4.0	OH	192592.0
15380	2013.0	UNIVERSITY OF COLORADO, DENVER	0.0	0.0	14.0		
15381	2013.0	UNIVERSITY OF CONNECTICUT HEALTH CENTER	0.0	0.0	1.0		
15382	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	294962.0
15383	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	69795.0
15384	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	317669.0
15385	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	25000.0
15386	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	1738077.0
15387	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	920351.0
15388	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	160185.0
15389	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	277176.0
15390	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	199309.0
15391	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	50000.0
15392	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	263268.0
15393	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	121110.0
15394	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	98546.0
15395	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	115301.0
15396	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	280427.0
15397	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	52278.0
15398	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	278391.0
15399	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	667000.0
15400	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	310472.0
15401	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	224804.0
15402	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	229122.0
15403	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	308138.0
15404	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	311250.0
15405	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	69795.0
15406	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	272078.0
15407	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	214095.0
15408	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	239862.0
15409	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	1402503.0
15410	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	130988.0
15411	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	362290.0
15412	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	241810.0
15413	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	171644.0
15414	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	86578.0
15415	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	1088516.0
15416	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	393015.0
15417	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	374523.0
15418	2013.0	UNIVERSITY OF KENTUCKY	0.0	0.0	5.0	KY	276519.0
15419	2013.0	UNIVERSITY OF MICHIGAN CANCER CENTER	0.0	0.0	23.0		
15420	2013.0	UNIVERSITY OF NEBRASKA	0.0	0.0	1.0		
15421	2013.0	UNIVERSITY OF WISCONSIN, MADISON	0.0	0.0	2.0		
15422	2013.0	VA OFFICE OF RESEARCH AND DEVELOPMENT	0.0	0.0	1.0		
15423	2013.0	VANDERBILT-INGRAM CANCER CENTER	0.0	0.0	11.0		
15424	2013.0	WAKE FOREST NCORP RESEARCH BASE	0.0	0.0	3.0		
15425	2013.0	WASHINGTON UNIVERSITY SCHOOL OF MEDICINE	0.0	0.0	13.0		
15426	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	329635.0
15427	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	148320.0
15428	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	572148.0
15429	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	242461.0
15430	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	42232.0
15431	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	172761.0
15432	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	351713.0
15433	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	183788.0
15434	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	277657.0
15435	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	47232.0
15436	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	308788.0
15437	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	235282.0
15438	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	42232.0
15439	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	301362.0
15440	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	318293.0
15441	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	247785.0
15442	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	544810.0
15443	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	329635.0
15444	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	42232.0
15445	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	408737.0
15446	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	301361.0
15447	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	220545.0
15448	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	557532.0
15449	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	558199.0
15450	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	53942.0
15451	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	383037.0
15452	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	306465.0
15453	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	319746.0
15454	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	320150.0
15455	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	474862.0
15456	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	145239.0
15457	2013.0	WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY	0.0	0.0	9.0	NY	351713.0
15458	2013.0	WEST VIRGINIA UNIVERSITY	0.0	0.0	1.0	WV	433867.0
15459	2013.0	WEST VIRGINIA UNIVERSITY	0.0	0.0	1.0	WV	277176.0
15460	2013.0	WEST VIRGINIA UNIVERSITY	0.0	0.0	1.0	WV	39210.0
15461	2013.0	WEST VIRGINIA UNIVERSITY	0.0	0.0	1.0	WV	277176.0
15462	2013.0	WEST VIRGINIA UNIVERSITY	0.0	0.0	1.0	WV	244652.0
15463	2014.0	ABRAMSON CANCER CENTER OF THE UNIVERSITY OF PENNSYLVANIA	0.0	0.0	4.0		
15464	2014.0	AIDS MALIGNANCY CONSORTIUM	0.0	0.0	3.0		
15465	2014.0	ALLIANCE FOR CLINICAL TRIALS IN ONCOLOGY	0.0	0.0	7.0		
15466	2014.0	BARBARA ANN KARMANOS CANCER INSTITUTE	0.0	0.0	7.0		
15467	2014.0	BAYLOR RESEARCH INSTITUTE	0.0	0.0	3.0	TX	259352.0
15468	2014.0	BAYLOR RESEARCH INSTITUTE	0.0	0.0	3.0	TX	595990.0
15469	2014.0	BROWN UNIVERSITY	0.0	0.0	8.0	RI	41250.0
15470	2014.0	BROWN UNIVERSITY	0.0	0.0	8.0	RI	174491.0
15471	2014.0	BROWN UNIVERSITY	0.0	0.0	8.0	RI	192132.0
15472	2014.0	BROWN UNIVERSITY	0.0	0.0	8.0	RI	251820.0
15473	2014.0	BROWN UNIVERSITY	0.0	0.0	8.0	RI	69189.0
15474	2014.0	BROWN UNIVERSITY	0.0	0.0	8.0	RI	225942.0
15475	2014.0	BROWN UNIVERSITY	0.0	0.0	8.0	RI	53282.0
15476	2014.0	CASE COMPREHENSIVE CANCER CENTER	0.0	0.0	9.0		
15477	2014.0	CHILDREN'S HOSPITAL & RESEARCH CENTER OAKLAND	0.0	0.0	2.0		
15478	2014.0	CITY OF HOPE MEDICAL CENTER	0.0	0.0	7.0		
15479	2014.0	COLUMBIA UNIVERSITY	0.0	0.0	3.0		
15480	2014.0	COMPREHENSIVE CANCER CENTER OF WAKE FOREST UNIVERSITY	0.0	0.0	4.0		
15481	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	320259.0
15482	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	437679.0
15483	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	1695312.0
15484	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	181624.0
15485	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	172582.0
15486	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	505961.0
15487	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	221524.0
15488	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	177120.0
15489	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	398632.0
15490	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	107104.0
15491	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	500000.0
15492	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	2162001.0
15493	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	125748.0
15494	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	1193653.0
15495	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	24869907.0
15496	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	240911.0
15497	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	55094.0
15498	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	3672.0
15499	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	286371.0
15500	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	497913.0
15501	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	194375.0
15502	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	225765.0
15503	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	352231.0
15504	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	42676.0
15505	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	664619.0
15506	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	231800.0
15507	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	583351.0
15508	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	300665.0
15509	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	330054.0
15510	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	837500.0
15511	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	374850.0
15512	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	178200.0
15513	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	29201.0
15514	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	308507.0
15515	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	176720.0
15516	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	71606.0
15517	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	341850.0
15518	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	403512.0
15519	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	365993.0
15520	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	362378.0
15521	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	36604.0
15522	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	287525.0
15523	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	49500.0
15524	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	365827.0
15525	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	2546896.0
15526	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	177120.0
15527	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	82084.0
15528	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	325480.0
15529	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	177120.0
15530	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	532589.0
15531	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	465000.0
15532	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	339240.0
15533	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	63122.0
15534	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	324410.0
15535	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	382882.0
15536	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	336582.0
15537	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	306522.0
15538	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	283515.0
15539	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	352231.0
15540	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	348404.0
15541	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	333627.0
15542	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	367619.0
15543	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	177828.0
15544	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	2152672.0
15545	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	181349.0
15546	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	98107.0
15547	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	352231.0
15548	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	816057.0
15549	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	176217.0
15550	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	441059.0
15551	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	693679.0
15552	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	301545.0
15553	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	459757.0
15554	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	1932302.0
15555	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	75000.0
15556	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	368331.0
15557	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	401718.0
15558	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	2197001.0
15559	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	118825.0
15560	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	376171.0
15561	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	348478.0
15562	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	417796.0
15563	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	341447.0
15564	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	460170.0
15565	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	106528.0
15566	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	1950256.0
15567	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	12500.0
15568	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	352231.0
15569	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	518175.0
15570	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	196620.0
15571	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	2595000.0
15572	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	740000.0
15573	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	331631.0
15574	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	316886.0
15575	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	684151.0
15576	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	190313.0
15577	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	1540004.0
15578	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	55094.0
15579	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	317009.0
15580	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	305698.0
15581	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	720713.0
15582	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	36766.0
15583	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	317009.0
15584	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	252468.0
15585	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	341664.0
15586	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	431128.0
15587	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	353291.0
15588	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	379240.0
15589	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	176435.0
15590	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	273761.0
15591	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	466815.0
15592	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	222850.0
15593	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	194000.0
15594	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	377216.0
15595	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	314812.0
15596	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	90505.0
15597	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	480485.0
15598	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	1302200.0
15599	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	135029.0
15600	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	1400003.0
15601	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	411644.0
15602	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	6078305.0
15603	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	112476.0
15604	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	173000.0
15605	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	335807.0
15606	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	924000.0
15607	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	508812.0
15608	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	485000.0
15609	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	557262.0
15610	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	417284.0
15611	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	387775.0
15612	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	342358.0
15613	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	496876.0
15614	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	371117.0
15615	2014.0	DANA-FARBER CANCER INSTITUTE	0.0	0.0	55.0	MA	53282.0
15616	2014.0	DARTMOUTH-HITCHCOCK MEDICAL CENTER	0.0	0.0	3.0		
15617	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	408100.0
15618	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	431898.0
15619	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	427850.0
15620	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	316002.0
15621	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	248422.0
15622	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	506170.0
15623	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	316002.0
15624	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	299992.0
15625	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	157151.0
15626	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	500785.0
15627	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	230462.0
15628	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	3520000.0
15629	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	39876.0
15630	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	62188.0
15631	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	485104.0
15632	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	2996701.0
15633	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	356333.0
15634	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	165616.0
15635	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	351096.0
15636	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	352194.0
15637	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	32969.0
15638	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	283200.0
15639	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	440421.0
15640	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	194438.0
15641	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	315840.0
15642	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	43530.0
15643	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	358925.0
15644	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	288130.0
15645	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	486312.0
15646	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	376225.0
15647	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	396269.0
15648	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	33028.0
15649	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	2304983.0
15650	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	198738.0
15651	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	42000.0
15652	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	252801.0
15653	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	136590.0
15654	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	316002.0
15655	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	358818.0
15656	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	5552106.0
15657	2014.0	DUKE UNIVERSITY	0.0	0.0	33.0	NC	170738.0
